Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
832,Tom Wilson\wilsoto01,24,WSH,RW,40,15,13,28,15,89,3.5,12,2,1,1,11,2,0,88,17.0,724,18:05,34,114,23,16,59.0
833,Luke Witkowski\witkolu01,28,DET,D,18,0,2,2,0,10,0.4,0,0,0,0,2,0,0,8,0.0,151,8:25,13,29,0,0,
834,Christian Wolanin\wolanch01,23,OTT,D,12,3,2,5,3,0,1.3,3,0,0,0,2,0,0,14,21.4,181,15:06,12,3,0,0,
835,Miles Wood\woodmi01,23,NJD,LW,52,6,12,18,-8,72,1.3,5,1,0,1,10,2,0,127,4.7,714,13:44,20,84,0,1,0.0
836,Egor Yakovlev\yakoveg01,27,NJD,D,14,2,3,5,-5,4,0.7,2,0,0,0,3,0,0,12,16.7,222,15:49,12,3,0,0,
837,Kailer Yamamoto\yamamka01,20,EDM,RW,17,1,1,2,-6,2,-0.2,1,0,0,0,0,1,0,13,7.7,222,13:04,11,18,0,0,
838,Keith Yandle\yandlke01,32,FLA,D,57,8,37,45,-19,40,6.3,2,6,0,2,15,22,0,141,5.7,1296,22:44,53,32,0,0,
839,Pavel Zacha\zachapa01,21,NJD,C,53,11,6,17,-8,13,1.5,6,3,2,1,5,0,1,86,12.8,836,15:46,22,55,308,315,49.4
840,Nikita Zadorov\zadorni01,23,COL,D,47,5,3,8,9,50,2.7,5,0,0,0,3,0,0,62,8.1,782,16:39,35,151,0,0,
841,Nikita Zaitsev\zaitsni01,27,TOR,D,58,2,5,7,3,14,2.5,2,0,0,0,5,0,0,50,4.0,1179,20:20,117,97,0,0,
842,Travis Zajac\zajactr01,33,NJD,C,57,13,21,34,-12,14,3.0,10,2,1,1,16,5,0,87,14.9,1097,19:15,30,45,601,449,57.2
843,Jakub Zboril\zborija01,21,BOS,D,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0.0,22,10:56,0,3,0,0,
844,Mika Zibanejad\zibanmi01,25,NYR,C,58,26,32,58,-7,32,6.7,15,9,2,5,21,11,0,172,15.1,1175,20:15,45,101,575,593,49.2
845,Mats Zuccarello\zuccama01,31,NYR,LW,44,11,26,37,-10,24,3.4,8,3,0,1,15,11,0,96,11.5,878,19:58,41,54,9,17,34.6
846,Jason Zucker\zuckeja01,27,MIN,LW,58,14,15,29,-4,22,3.0,9,5,0,4,10,5,0,155,9.0,997,17:11,24,71,0,2,0.0
847,Valentin Zykov\zykovva01,23,TOT,LW,24,1,3,4,-2,2,0.2,1,0,0,0,1,2,0,25,4.0,235,9:48,3,21,2,7,22.2
847,Valentin Zykov\zykovva01,23,CAR,LW,13,0,3,3,-1,0,0.2,0,0,0,0,1,2,0,13,0.0,127,9:45,2,6,2,6,25.0
847,Valentin Zykov\zykovva01,23,VEG,LW,6,1,0,1,0,0,0.1,1,0,0,0,0,0,0,12,8.3,73,12:06,0,13,0,1,0.0
847,Valentin Zykov\zykovva01,23,EDM,LW,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,36,7:08,1,2,0,0,
